,Temp_c,Cloud,Feels_like_c,Dew_point_c
3278,-3.6,0.9350649350649352,74,-7.7
3279,-3.3,0.922077922077922,74,-7.2
3280,-3.0,0.922077922077922,73,-6.7
3281,-3.2,0.922077922077922,65,-5.6
3282,-3.3,0.9350649350649352,57,-4.6
3283,-3.5,0.9350649350649352,48,-3.5
3284,-4.4,0.948051948051948,44,-5.5
3285,-5.3,0.948051948051948,40,-7.5
3286,-6.2,0.9610389610389609,35,-9.5
3287,-7.1,0.948051948051948,44,-10.5
3288,-8.1,0.9350649350649352,53,-11.6
3289,-9.0,0.922077922077922,62,-12.6
3290,-9.0,0.9090909090909092,59,-12.1
3291,-9.0,0.9090909090909092,57,-11.6
3292,-9.0,0.8961038961038961,55,-11.1
3293,-9.1,0.8961038961038961,53,-11.7
3294,-9.2,0.9090909090909092,51,-12.2
3295,-9.3,0.9090909090909092,48,-12.8
3296,-8.9,0.8961038961038961,48,-12.6
3297,-8.5,0.8831168831168832,48,-12.3
3298,-8.1,0.8701298701298701,47,-12.1
3299,-6.6,0.8701298701298701,50,-10.1
3300,-5.2,0.8701298701298701,52,-8.0
3301,-3.7,0.8571428571428572,54,-6.0
3302,-3.6,0.8701298701298701,70,-5.9
3303,-3.6,0.8961038961038961,85,-5.7
3304,-3.5,0.9090909090909092,100,-5.6
3305,-3.7,0.922077922077922,93,-6.0
3306,-3.9,0.9350649350649352,86,-6.4
3307,-4.1,0.948051948051948,79,-6.8
3308,-4.5,0.9610389610389609,68,-7.2
3309,-4.8,0.9610389610389609,56,-7.5
3310,-5.2,0.9610389610389609,44,-7.9
3311,-5.4,0.9610389610389609,45,-7.7
3312,-5.6,0.9610389610389609,45,-7.5
3313,-5.8,0.9610389610389609,45,-7.3
3314,-6.6,0.9610389610389609,42,-8.5
3315,-7.3,0.948051948051948,38,-9.8
3316,-8.1,0.948051948051948,35,-11.0
3317,-7.5,0.9350649350649352,40,-10.3
3318,-6.9,0.9350649350649352,45,-9.5
3319,-6.3,0.9350649350649352,50,-8.8
3320,-6.3,0.922077922077922,61,-9.1
3321,-6.4,0.9090909090909092,72,-9.5
3322,-6.4,0.8961038961038961,83,-9.8
3323,-4.6,0.8961038961038961,85,-7.1
3324,-2.7,0.8961038961038961,86,-4.3
3325,-0.9,0.8831168831168832,88,-1.6
3326,-0.8,0.9090909090909092,92,-1.9
3327,-0.8,0.922077922077922,96,-2.1
3328,-0.7,0.9350649350649352,100,-2.4
3329,-1.2,0.9350649350649352,100,-3.4
3330,-1.8,0.9350649350649352,100,-4.3
3331,-2.3,0.9350649350649352,100,-5.3
3332,-2.6,0.9350649350649352,100,-5.0
3333,-3.0,0.922077922077922,100,-4.8
3334,-3.3,0.922077922077922,100,-4.5
3335,-3.9,0.922077922077922,100,-5.6
3336,-4.4,0.922077922077922,100,-6.6
3337,-5.0,0.922077922077922,100,-7.7
3338,-5.1,0.9350649350649352,100,-7.6
3339,-5.2,0.9350649350649352,100,-7.5
3340,-5.3,0.948051948051948,100,-7.4
3341,-5.3,0.9610389610389609,100,-7.5
3342,-5.3,0.974025974025974,99,-7.5
3343,-5.3,0.9870129870129869,99,-7.6
3344,-5.5,1.0,99,-7.9
3345,-5.8,1.0,100,-8.1
3346,-6.0,1.0,100,-8.4
3347,-5.3,0.9870129870129869,92,-7.5
3348,-4.5,0.974025974025974,84,-6.6
3349,-3.8,0.974025974025974,76,-5.7
3350,-4.0,0.974025974025974,80,-5.7
3351,-4.3,0.974025974025974,84,-5.8
3352,-4.5,0.974025974025974,87,-5.8
3353,-5.4,0.9870129870129869,91,-6.3
3354,-6.3,0.9870129870129869,94,-6.7
3355,-7.2,0.9870129870129869,97,-7.2
3356,-6.9,0.9870129870129869,98,-6.9
3357,-6.6,0.9870129870129869,99,-6.6
3358,-6.3,0.974025974025974,100,-6.3
3359,-6.5,0.974025974025974,100,-6.5
4368,-4.0,0.9870129870129869,100,-5.0
4369,-4.7,0.9870129870129869,100,-4.7
4370,-4.7,0.974025974025974,100,-4.7
4371,-4.8,0.974025974025974,100,-4.8
4372,-5.0,0.974025974025974,100,-5.0
4373,-5.1,0.974025974025974,100,-5.1
4374,-4.7,0.974025974025974,90,-4.7
4375,-4.9,0.974025974025974,91,-4.9
4376,-5.8,0.974025974025974,100,-5.8
4377,-5.9,0.974025974025974,100,-5.9
4378,-5.5,0.974025974025974,99,-5.5
4379,-5.4,0.974025974025974,94,-5.4
4380,-4.8,0.974025974025974,93,-4.8
4381,-4.2,0.9610389610389609,97,-5.2
4382,-3.9,0.9610389610389609,100,-4.9
4383,-3.6,0.9610389610389609,100,-4.6
4384,-3.7,0.974025974025974,100,-4.7
4385,-3.8,0.974025974025974,100,-3.8
4386,-4.7,0.974025974025974,100,-4.7
4387,-5.4,0.974025974025974,100,-5.4
4388,-5.7,0.974025974025974,100,-5.7
4389,-5.9,0.974025974025974,99,-5.9
4390,-5.9,0.974025974025974,96,-5.9
4391,-6.1,0.9610389610389609,97,-6.1
4392,-6.4,0.974025974025974,100,-6.4
4393,-6.2,0.9610389610389609,100,-6.2
4394,-6.2,0.9610389610389609,100,-6.2
4395,-6.2,0.9610389610389609,100,-6.2
4396,-6.2,0.974025974025974,100,-6.2
4397,-5.9,0.9610389610389609,100,-5.9
4398,-6.1,0.9610389610389609,100,-6.1
4399,-6.0,0.974025974025974,91,-6.0
4400,-5.9,0.9610389610389609,100,-5.9
4401,-5.9,0.9610389610389609,100,-5.9
4402,-6.2,0.9610389610389609,91,-6.2
4403,-6.2,0.9610389610389609,99,-6.2
4404,-5.5,0.9610389610389609,100,-5.5
4405,-5.1,0.948051948051948,100,-6.5
4406,-4.8,0.9610389610389609,100,-6.6
4407,-4.5,0.9610389610389609,100,-5.8
4408,-4.3,0.9610389610389609,100,-4.3
4409,-4.2,0.9610389610389609,100,-4.2
4410,-4.3,0.974025974025974,91,-4.3
4411,-4.7,0.974025974025974,97,-4.7
4412,-5.8,0.974025974025974,100,-5.8
4413,-6.5,0.974025974025974,89,-6.5
4414,-7.2,0.9870129870129869,88,-7.2
4415,-7.6,0.974025974025974,93,-7.6
4416,-8.1,0.974025974025974,95,-8.1
4417,-8.6,0.974025974025974,99,-8.6
4418,-9.2,0.974025974025974,100,-9.2
4419,-9.4,0.9610389610389609,100,-9.4
4420,-9.6,0.9610389610389609,100,-9.6
4421,-9.6,0.9610389610389609,100,-9.6
4422,-9.5,0.9610389610389609,96,-11.1
4423,-9.5,0.9610389610389609,90,-11.1
4424,-9.5,0.9610389610389609,87,-11.4
4425,-9.5,0.9610389610389609,80,-11.4
4426,-9.6,0.948051948051948,81,-11.2
4427,-9.4,0.948051948051948,78,-9.4
4428,-8.7,0.948051948051948,78,-8.7
4429,-8.4,0.948051948051948,74,-10.2
4430,-8.7,0.9610389610389609,77,-8.7
4431,-9.2,0.974025974025974,85,-10.7
4432,-9.4,0.9870129870129869,79,-9.4
4433,-10.1,0.9870129870129869,75,-10.1
4434,-11.5,0.9870129870129869,73,-14.2
4435,-12.4,0.9610389610389609,71,-15.7
4436,-13.0,0.948051948051948,68,-17.2
4437,-13.4,0.9350649350649352,68,-17.3
4438,-13.2,0.922077922077922,51,-16.8
4439,-13.4,0.922077922077922,43,-17.5
4440,-13.9,0.922077922077922,34,-17.1
4441,-14.2,0.922077922077922,100,-18.0
4442,-13.4,0.922077922077922,66,-17.9
4443,-13.6,0.922077922077922,25,-18.3
4444,-13.8,0.9350649350649352,12,-17.5
4445,-13.9,0.9350649350649352,15,-18.7
4446,-13.0,0.922077922077922,48,-18.4
4447,-12.3,0.922077922077922,52,-17.6
4448,-11.2,0.922077922077922,96,-16.4
4449,-9.8,0.9090909090909092,100,-15.8
4450,-8.9,0.8961038961038961,90,-14.8
4451,-8.0,0.8961038961038961,88,-14.4
4452,-7.4,0.8831168831168832,100,-14.4
4453,-6.7,0.8831168831168832,100,-13.8
4454,-5.9,0.8831168831168832,70,-12.9
4455,-5.2,0.8701298701298701,50,-11.9
4456,-5.0,0.8701298701298701,54,-12.0
4457,-5.1,0.8571428571428572,100,-12.1
4458,-4.6,0.8441558441558441,100,-11.5
4459,-4.9,0.8311688311688312,81,-12.1
4460,-6.2,0.8571428571428572,46,-13.8
4461,-6.9,0.8571428571428572,20,-14.3
4462,-7.8,0.8571428571428572,87,-15.2
4463,-8.2,0.8571428571428572,22,-14.6
4464,-9.4,0.8961038961038961,52,-14.4
4465,-7.2,0.8961038961038961,20,-12.2
4466,-7.0,0.8961038961038961,6,-10.3
4467,-7.5,0.9090909090909092,14,-9.4
4468,-7.6,0.9350649350649352,100,-12.8
4469,-7.4,0.9610389610389609,93,-11.8
4470,-4.7,0.922077922077922,100,-8.4
4471,-5.1,0.948051948051948,82,-5.1
4472,-5.6,0.9350649350649352,69,-8.8
4473,-3.7,0.9090909090909092,75,-6.9
4474,-3.8,0.8961038961038961,94,-7.9
4475,-2.7,0.8701298701298701,98,-6.7
4476,-2.3,0.8571428571428572,76,-5.8
4477,-2.9,0.8701298701298701,74,-5.7
4478,-2.7,0.8701298701298701,16,-5.2
4479,-2.8,0.8831168831168832,22,-5.3
4480,-3.0,0.8831168831168832,81,-5.2
4481,-3.6,0.8961038961038961,31,-5.1
4482,-4.7,0.9090909090909092,47,-6.3
4483,-5.2,0.922077922077922,71,-8.2
4484,-5.2,0.922077922077922,100,-8.7
4485,-5.9,0.922077922077922,87,-9.0
4486,-7.7,0.922077922077922,100,-10.3
4487,-6.8,0.9090909090909092,93,-10.1
4488,-5.8,0.8961038961038961,86,-9.9
4489,-4.9,0.8831168831168832,79,-9.7
4490,-5.3,0.9090909090909092,86,-8.5
4491,-5.7,0.9350649350649352,93,-7.3
4492,-6.1,0.9610389610389609,100,-6.1
4493,-6.6,0.9610389610389609,90,-7.4
4494,-7.2,0.9610389610389609,80,-8.8
4495,-7.7,0.9610389610389609,70,-10.1
4496,-8.0,0.948051948051948,80,-10.2
4497,-8.4,0.9350649350649352,90,-10.4
4498,-8.7,0.922077922077922,100,-10.5
4499,-8.2,0.9350649350649352,91,-9.4
4500,-7.6,0.9350649350649352,82,-8.2
4501,-7.1,0.9350649350649352,74,-7.1
4502,-6.5,0.9350649350649352,73,-6.5
4503,-5.8,0.9350649350649352,72,-5.8
4504,-5.2,0.9350649350649352,71,-5.2
4505,-6.3,0.922077922077922,81,-7.3
4506,-7.3,0.922077922077922,90,-9.5
4507,-8.4,0.9090909090909092,100,-11.6
4508,-8.5,0.8961038961038961,75,-12.2
4509,-8.7,0.8831168831168832,49,-12.9
4510,-8.8,0.8701298701298701,24,-13.5
4511,-9.0,0.8701298701298701,41,-13.5
4512,-9.2,0.8701298701298701,57,-13.6
4513,-9.4,0.8701298701298701,74,-13.6
4514,-8.4,0.8701298701298701,82,-12.3
4515,-7.3,0.8701298701298701,91,-11.1
4516,-6.3,0.8831168831168832,100,-9.8
4517,-5.8,0.8831168831168832,100,-9.6
4518,-5.2,0.8701298701298701,100,-9.3
4519,-4.7,0.8701298701298701,100,-9.1
4520,-4.6,0.8701298701298701,83,-9.3
4521,-4.4,0.8701298701298701,67,-9.5
4522,-4.3,0.8831168831168832,50,-9.7
4523,-2.7,0.8441558441558441,63,-8.4
4524,-1.2,0.8051948051948052,76,-7.0
4525,0.4,0.7662337662337662,89,-5.7
4526,0.6,0.7402597402597402,86,-5.8
4527,0.9,0.7142857142857142,83,-6.0
4528,1.1,0.6883116883116884,81,-6.1
4529,1.4,0.6883116883116884,83,-5.9
4530,1.6,0.6883116883116884,86,-5.6
4531,1.9,0.6883116883116884,89,-5.4
4532,1.3,0.7012987012987013,80,-5.0
4533,0.8,0.7142857142857142,70,-4.7
4534,0.2,0.7402597402597402,61,-4.3
4535,-1.2,0.7792207792207793,47,-5.6
4536,-2.5,0.8311688311688312,33,-6.9
4537,-3.9,0.8701298701298701,20,-8.2
4538,-3.3,0.8571428571428572,39,-7.8
4539,-2.8,0.8441558441558441,58,-7.5
4540,-2.2,0.8181818181818181,78,-7.1
4541,-2.8,0.8311688311688312,83,-8.0
4542,-3.3,0.8311688311688312,89,-9.0
4543,-3.9,0.8441558441558441,95,-9.9
4544,-3.9,0.8441558441558441,97,-10.1
4545,-4.0,0.8571428571428572,98,-10.2
4546,-4.0,0.8701298701298701,100,-10.4
4547,-4.0,0.8831168831168832,88,-10.4
4548,-3.9,0.8961038961038961,75,-10.4
4549,-3.9,0.922077922077922,62,-10.4
4550,-3.6,0.922077922077922,60,-9.8
4551,-3.3,0.922077922077922,58,-9.2
4552,-3.0,0.9090909090909092,55,-8.6
4553,-3.5,0.922077922077922,66,-8.0
4554,-4.0,0.922077922077922,76,-7.3
4555,-4.5,0.9350649350649352,87,-6.7
4556,-4.2,0.922077922077922,91,-6.7
4557,-3.9,0.9090909090909092,96,-6.8
4558,-3.6,0.9090909090909092,100,-6.8
4559,-3.2,0.8961038961038961,90,-6.5
4560,-2.9,0.8961038961038961,79,-6.1
4561,-2.5,0.8831168831168832,69,-5.8
4562,-2.1,0.8961038961038961,77,-5.2
4563,-1.8,0.8961038961038961,85,-4.6
4564,-1.4,0.8961038961038961,92,-4.0
4565,-2.1,0.8961038961038961,81,-5.0
4566,-2.9,0.8961038961038961,71,-5.9
4567,-3.6,0.8831168831168832,60,-6.9
4568,-4.0,0.8961038961038961,72,-7.0
4569,-4.4,0.8961038961038961,84,-7.1
4570,-4.8,0.9090909090909092,97,-7.2
4571,-3.7,0.9090909090909092,94,-5.3
4572,-2.7,0.9090909090909092,91,-3.5
4573,-1.6,0.922077922077922,88,-1.6
4574,-0.9,0.9090909090909092,74,-1.8
4575,-0.1,0.9090909090909092,60,-1.9
4576,0.6,0.8961038961038961,45,-2.1
4577,0.6,0.8701298701298701,51,-2.6
4578,0.6,0.8441558441558441,57,-3.1
4579,0.6,0.8311688311688312,64,-3.6
4580,0.2,0.8441558441558441,76,-3.5
4581,-0.1,0.8701298701298701,88,-3.3
4582,-0.5,0.8961038961038961,100,-3.2
4583,-0.6,0.8961038961038961,90,-3.2
4584,-0.8,0.8831168831168832,81,-3.2
4585,-0.9,0.8831168831168832,71,-3.2
4586,-1.6,0.8701298701298701,74,-4.0
4587,-2.2,0.8701298701298701,76,-4.9
4588,-2.9,0.8571428571428572,79,-5.7
4589,-3.1,0.8701298701298701,80,-5.8
4590,-3.2,0.8831168831168832,81,-6.0
4591,-3.4,0.8961038961038961,82,-6.1
4592,-4.4,0.8831168831168832,62,-7.6
4593,-5.5,0.8831168831168832,43,-9.2
4594,-6.5,0.8701298701298701,23,-10.7
4595,-5.4,0.8831168831168832,46,-8.6
4596,-4.2,0.8961038961038961,68,-6.4
4597,-3.1,0.8961038961038961,91,-4.3
4598,-2.8,0.9090909090909092,69,-4.4
4599,-2.4,0.922077922077922,46,-4.5
4600,-2.1,0.9350649350649352,24,-4.6
4601,-2.4,0.9350649350649352,24,-5.3
4602,-2.6,0.9350649350649352,24,-6.1
4603,-2.9,0.922077922077922,24,-6.8
4604,-3.2,0.9090909090909092,50,-7.3
4605,-3.4,0.8961038961038961,75,-7.9
4606,-3.7,0.8831168831168832,100,-8.4
4607,-4.0,0.8831168831168832,91,-8.9
4608,-4.3,0.8831168831168832,81,-9.5
4609,-4.6,0.8831168831168832,72,-10.0
4610,-5.0,0.8831168831168832,81,-10.6
4611,-5.4,0.8831168831168832,91,-11.1
4612,-5.8,0.8831168831168832,100,-11.7
4613,-6.0,0.8961038961038961,100,-12.0
4614,-6.2,0.8961038961038961,100,-12.4
4615,-6.4,0.8961038961038961,100,-12.7
4616,-6.3,0.922077922077922,100,-12.2
4617,-6.3,0.9350649350649352,100,-11.6
4618,-6.2,0.948051948051948,100,-11.1
4619,-5.5,0.9350649350649352,95,-10.1
4620,-4.7,0.9350649350649352,90,-9.1
4621,-4.0,0.9350649350649352,85,-8.1
4622,-3.6,0.922077922077922,88,-7.3
4623,-3.1,0.922077922077922,91,-6.4
4624,-2.7,0.922077922077922,95,-5.6
4625,-3.2,0.922077922077922,90,-6.0
4626,-3.8,0.9350649350649352,86,-6.3
4627,-4.3,0.948051948051948,82,-6.7
4628,-4.9,0.948051948051948,67,-7.5
4629,-5.4,0.9610389610389609,52,-8.2
4630,-6.0,0.9610389610389609,37,-9.0
4631,-6.6,0.948051948051948,49,-9.7
4632,-7.2,0.9350649350649352,61,-10.4
4633,-7.8,0.922077922077922,73,-11.1
4634,-7.8,0.9090909090909092,70,-11.0
4635,-7.7,0.8961038961038961,68,-10.9
4636,-7.7,0.8831168831168832,65,-10.8
4637,-8.0,0.8831168831168832,67,-11.5
4638,-8.4,0.8961038961038961,69,-12.1
4639,-8.7,0.8961038961038961,71,-12.8
4640,-8.3,0.8701298701298701,62,-12.5
4641,-7.8,0.8571428571428572,52,-12.1
4642,-7.4,0.8441558441558441,42,-11.8
4643,-6.3,0.8571428571428572,51,-9.9
4644,-5.1,0.8571428571428572,60,-7.9
4645,-4.0,0.8571428571428572,69,-6.0
4646,-3.8,0.8701298701298701,79,-5.8
4647,-3.5,0.8961038961038961,90,-5.7
4648,-3.3,0.9090909090909092,100,-5.5
4649,-3.6,0.922077922077922,76,-6.0
4650,-3.8,0.9350649350649352,51,-6.5
4651,-4.1,0.948051948051948,27,-7.0
4652,-4.3,0.948051948051948,51,-7.1
4653,-4.5,0.9610389610389609,76,-7.2
4654,-4.7,0.9610389610389609,100,-7.3
4655,-5.0,0.9610389610389609,77,-7.2
4656,-5.3,0.9610389610389609,53,-7.1
4657,-5.6,0.974025974025974,30,-7.0
4658,-6.2,0.9610389610389609,30,-8.3
4659,-6.8,0.948051948051948,30,-9.5
4660,-7.4,0.948051948051948,31,-10.8
4661,-7.2,0.948051948051948,35,-10.4
4662,-6.9,0.948051948051948,39,-10.0
4663,-6.7,0.9350649350649352,42,-9.6
4664,-6.4,0.922077922077922,49,-9.5
4665,-6.0,0.9090909090909092,55,-9.4
4666,-5.7,0.8831168831168832,61,-9.3
4667,-4.2,0.8831168831168832,71,-7.3
4668,-2.6,0.8701298701298701,80,-5.2
4669,-1.1,0.8701298701298701,90,-3.2
4670,-0.7,0.8701298701298701,93,-2.9
4671,-0.2,0.8701298701298701,97,-2.5
4672,0.2,0.8831168831168832,100,-2.2
4673,-0.5,0.8961038961038961,100,-2.9
4674,-1.2,0.9090909090909092,100,-3.6
4675,-1.9,0.922077922077922,100,-4.3
4676,-2.2,0.922077922077922,100,-4.4
4677,-2.6,0.922077922077922,100,-4.4
4678,-2.9,0.9090909090909092,100,-4.5
4679,-3.3,0.9090909090909092,100,-5.2
4680,-3.7,0.9090909090909092,100,-5.9
4681,-4.1,0.9090909090909092,100,-6.6
4682,-4.3,0.922077922077922,100,-6.5
4683,-4.6,0.922077922077922,100,-6.5
4684,-4.8,0.922077922077922,100,-6.4
4685,-5.2,0.948051948051948,98,-6.3
4686,-5.6,0.9610389610389609,96,-6.1
4687,-6.0,0.9870129870129869,94,-6.0
4688,-6.2,0.9870129870129869,96,-6.6
4689,-6.4,0.9870129870129869,98,-7.3
4690,-6.6,1.0,100,-7.9
4691,-5.9,0.9870129870129869,92,-7.3
4692,-5.3,0.9870129870129869,83,-6.8
4693,-4.6,0.974025974025974,75,-6.2
4694,-4.4,0.974025974025974,78,-5.5
4695,-4.3,0.974025974025974,82,-4.8
4696,-4.1,0.9870129870129869,85,-4.1
4697,-4.7,0.9870129870129869,87,-4.7
4698,-5.2,0.974025974025974,89,-5.2
4699,-5.8,0.974025974025974,91,-5.8
4700,-5.6,0.974025974025974,94,-5.6
4701,-5.4,0.974025974025974,97,-5.4
4702,-5.2,0.974025974025974,100,-5.2
4703,-5.5,0.974025974025974,100,-5.5
4704,-3.9,0.4935064935064935,0,-7.4
4705,-3.7,0.42857142857142855,0,-7.1
4706,-3.7,0.3506493506493506,0,-6.8
4707,-3.7,0.28571428571428575,0,-6.6
4708,-3.7,0.28571428571428575,0,-6.8
4709,-3.9,0.31168831168831174,0,-7.0
4710,-4.3,0.32467532467532473,0,-7.5
4711,-4.3,0.32467532467532473,0,-7.3
4712,-4.1,0.31168831168831174,0,-7.0
4713,-3.7,0.29870129870129875,0,-6.3
4714,-1.9,0.3506493506493506,0,-4.3
4715,2.2,0.3506493506493506,0,-0.2
4716,4.2,0.3376623376623376,0,1.8
4717,5.5,0.3506493506493506,0,3.5
4718,6.3,0.3506493506493506,0,4.3
4719,6.7,0.3766233766233766,0,4.8
4720,6.6,0.41558441558441556,0,4.9
4721,5.9,0.4805194805194805,0,4.0
4722,4.1,0.5714285714285714,0,2.3
4723,2.4,0.6363636363636365,0,1.0
4724,-1.1,0.6623376623376624,0,-2.9
4725,-1.1,0.5584415584415585,0,-3.0
4726,-0.9,0.4675324675324675,0,-3.1
4727,-1.1,0.42857142857142855,0,-3.5
4728,-1.3,0.40259740259740256,0,-3.2
4729,-1.3,0.40259740259740256,0,-3.2
4730,-1.2,0.3896103896103896,2,-3.1
4731,-1.0,0.40259740259740256,33,-2.7
4732,-1.2,0.41558441558441556,2,-2.4
4733,-1.5,0.45454545454545453,13,-1.5
4734,-1.7,0.4805194805194805,22,-1.7
4735,-1.8,0.5064935064935066,17,-1.8
4736,-1.8,0.5324675324675325,52,-2.8
4737,-1.7,0.5584415584415585,48,-3.2
4738,-0.5,0.5974025974025974,100,-1.8
4739,1.5,0.5584415584415585,100,0.3
4740,3.5,0.4935064935064935,100,2.7
4741,5.9,0.2207792207792208,100,5.0
4742,7.1,0.19480519480519481,100,6.7
4743,6.0,0.28571428571428575,100,4.2
4744,7.4,0.24675324675324678,48,7.2
4745,6.2,0.4675324675324675,52,6.2
4746,5.2,0.3506493506493506,100,3.8
4747,2.1,0.6493506493506493,11,2.1
4748,0.8,0.6233766233766234,28,0.8
4749,2.3,0.4675324675324675,78,0.4
4750,-0.5,0.5844155844155845,48,-1.4
4751,-0.6,0.5194805194805194,26,-1.7
4752,1.2,0.42857142857142855,0,-1.7
4753,-0.2,0.4805194805194805,29,-0.8
4754,-0.1,0.4805194805194805,49,-1.2
4755,0.5,0.3636363636363636,0,-2.7
4756,0.2,0.4675324675324675,46,-1.0
4757,-0.6,0.4675324675324675,44,-1.5
4758,-0.4,0.27272727272727276,0,-3.2
4759,-1.2,0.45454545454545453,4,-2.6
4760,-1.6,0.44155844155844154,0,-3.2
4761,0.4,0.16883116883116883,0,-1.5
4762,3.6,0.2337662337662338,0,3.6
4763,6.5,0.12987012987012986,13,6.2
4764,8.0,0.2077922077922078,0,7.9
4765,9.1,0.10389610389610388,8,7.8
4766,10.0,0.12987012987012986,3,8.8
4767,11.0,0.27272727272727276,0,10.5
4768,9.6,0.18181818181818182,9,8.4
4769,9.0,0.28571428571428575,10,7.9
4770,9.0,0.40259740259740256,0,8.8
4771,3.3,0.5194805194805194,4,3.3
4772,1.2,0.4935064935064935,6,1.2
4773,2.1,0.6103896103896105,80,1.3
4774,1.2,0.3896103896103896,69,1.2
4775,1.0,0.3636363636363636,7,1.0
4776,2.9,0.3896103896103896,17,0.0
4777,0.7,0.3506493506493506,13,-0.1
4778,0.6,0.3766233766233766,14,-0.2
4779,2.9,0.16883116883116883,0,-0.7
4780,0.4,0.41558441558441556,2,-1.3
4781,0.4,0.41558441558441556,2,-2.0
4782,2.3,0.12987012987012986,0,-1.8
4783,0.1,0.40259740259740256,1,-2.6
4784,0.0,0.3896103896103896,0,-2.8
4785,1.5,0.18181818181818182,0,-3.1
4786,3.4,0.27272727272727276,0,0.1
4787,6.7,0.19480519480519481,0,3.4
4788,6.2,0.2207792207792208,0,1.9
4789,8.8,0.2077922077922078,0,5.3
4790,8.2,0.24675324675324678,2,4.4
4791,8.1,0.28571428571428575,4,4.3
4792,8.3,0.31168831168831174,5,4.4
4793,7.9,0.3636363636363636,5,3.8
4794,6.1,0.44155844155844154,6,1.6
4795,3.5,0.5454545454545454,6,-1.4
4796,1.3,0.6233766233766234,9,-3.9
4797,0.6,0.6623376623376624,13,-4.7
4798,0.4,0.6883116883116884,22,-5.1
4799,0.5,0.7272727272727273,44,-5.2
4800,1.1,0.7402597402597402,22,-4.6
4801,0.0,0.7532467532467533,16,-5.6
4802,-0.7,0.7792207792207793,46,-6.5
4803,-1.0,0.8051948051948052,28,-6.7
4804,-1.5,0.7662337662337662,14,-7.2
4805,-2.2,0.6233766233766234,6,-7.7
4806,-2.9,0.6363636363636365,6,-7.7
4807,-3.6,0.6883116883116884,8,-7.4
4808,-4.0,0.7142857142857142,10,-6.8
4809,-3.4,0.6623376623376624,9,-5.7
4810,-0.8,0.44155844155844154,4,-3.6
4811,2.4,0.27272727272727276,0,-0.5
4812,4.0,0.18181818181818182,0,0.9
4813,4.9,0.15584415584415584,1,1.7
4814,5.3,0.15584415584415584,2,2.2
4815,4.7,0.15584415584415584,3,1.7
4816,4.4,0.18181818181818182,4,2.0
4817,3.8,0.2207792207792208,5,2.9
4818,2.9,0.31168831168831174,70,2.9
4819,-0.2,0.5584415584415585,86,-3.4
4820,-2.0,0.7272727272727273,13,-5.9
4821,-2.3,0.7532467532467533,77,-6.4
4822,-2.1,0.7142857142857142,21,-7.0
4823,-1.7,0.6233766233766234,14,-7.5
4824,-2.1,0.44155844155844154,82,-8.2
4825,-2.4,0.4805194805194805,57,-8.5
4826,-2.7,0.5194805194805194,32,-8.8
4827,-3.0,0.5584415584415585,7,-9.1
4828,-3.2,0.5324675324675325,13,-9.6
4829,-3.4,0.5064935064935066,20,-10.0
4830,-3.6,0.4805194805194805,26,-10.5
4831,-3.5,0.4805194805194805,21,-10.4
4832,-3.5,0.4805194805194805,16,-10.4
4833,-3.4,0.4805194805194805,11,-10.3
4834,-1.8,0.40259740259740256,9,-8.4
4835,-0.1,0.32467532467532473,8,-6.4
4836,1.5,0.24675324675324678,6,-4.5
4837,1.8,0.24675324675324678,11,-4.2
4838,2.2,0.25974025974025977,16,-3.8
4839,2.5,0.25974025974025977,21,-3.5
4840,1.9,0.3636363636363636,18,-4.2
4841,1.2,0.45454545454545453,16,-4.8
4842,0.6,0.5584415584415585,13,-5.5
4843,-0.6,0.6493506493506493,34,-7.1
4844,-1.7,0.7532467532467533,55,-8.7
4845,-2.9,0.8441558441558441,76,-10.3
4846,-2.9,0.8441558441558441,67,-10.1
4847,-3.0,0.8441558441558441,58,-9.8
4848,-3.0,0.8441558441558441,49,-9.6
4849,-3.3,0.8571428571428572,62,-9.7
4850,-3.6,0.8701298701298701,75,-9.7
4851,-3.9,0.8831168831168832,88,-9.8
4852,-3.9,0.8961038961038961,81,-9.3
4853,-3.9,0.922077922077922,73,-8.8
4854,-3.9,0.948051948051948,65,-8.3
4855,-3.6,0.9090909090909092,52,-7.5
4856,-3.2,0.8831168831168832,39,-6.8
4857,-2.9,0.8441558441558441,26,-6.0
4858,-1.1,0.7272727272727273,19,-3.7
4859,0.8,0.6103896103896105,13,-1.4
4860,2.6,0.4935064935064935,6,0.9
4861,3.5,0.45454545454545453,8,1.6
4862,4.4,0.40259740259740256,9,2.2
4863,5.3,0.3506493506493506,11,2.9
4864,4.6,0.40259740259740256,10,1.9
4865,4.0,0.45454545454545453,10,0.8
4866,3.3,0.4935064935064935,9,-0.2
4867,1.4,0.6103896103896105,13,-1.8
4868,-0.5,0.7142857142857142,16,-3.4
4869,-2.4,0.8311688311688312,20,-5.0
4870,-2.5,0.8571428571428572,24,-4.9
4871,-2.7,0.8831168831168832,27,-4.9
4872,-2.8,0.8961038961038961,31,-4.8
4873,-3.2,0.9090909090909092,33,-4.5
4874,-3.5,0.9090909090909092,35,-4.2
4875,-3.9,0.9090909090909092,36,-3.9
4876,-4.0,0.8961038961038961,36,-4.0
4877,-4.1,0.8701298701298701,35,-4.1
4878,-4.2,0.8571428571428572,35,-4.2
4879,-3.7,0.8181818181818181,47,-4.6
4880,-3.2,0.7662337662337662,58,-4.9
