"Visib_miles","Humidity","Cloud","Feels_like_c","wind_north_direction","snow_or_not"
6.29,3,0.961038961038961,100,"yes","chance_of_snow"
2.21,1,0.961038961038961,97,"no","chance_of_snow"
0.51,5,0.766233766233766,87,"yes","chance_of_snow"
2.38,1,0.935064935064935,100,"no","chance_of_snow"
0.43,4,0.87012987012987,100,"yes","chance_of_snow"
0.51,3,0.623376623376623,92,"yes","chance_of_snow"
0,0,0.649350649350649,82,"no","chance_of_snow"
1.87,1,0.896103896103896,100,"yes","chance_of_snow"
4.51,4,0.779220779220779,85,"no","chance_of_snow"
2.89,1,0.883116883116883,100,"no","chance_of_snow"
0,1,0.701298701298701,100,"no","chance_of_snow"
1.28,4,0.727272727272727,85,"no","chance_of_snow"
0.43,3,0.987012987012987,98,"yes","chance_of_snow"
4.25,3,0.948051948051948,92,"no","chance_of_snow"
0.68,4,0.688311688311688,90,"no","chance_of_snow"
3.49,1,0.87012987012987,100,"yes","chance_of_snow"
0.26,5,0.857142857142857,62,"yes","chance_of_snow"
0.17,4,0.727272727272727,69,"no","chance_of_snow"
0.77,3,0.675324675324675,86,"no","chance_of_snow"
2.47,1,0.883116883116883,100,"yes","chance_of_snow"
1.62,3,0.623376623376623,100,"yes","chance_of_snow"
1.11,4,0.805194805194805,100,"yes","chance_of_snow"
1.7,4,0.701298701298701,77,"no","chance_of_snow"
2.3,3,0.987012987012987,100,"yes","chance_of_snow"
0.68,2,0.987012987012987,98,"no","chance_of_snow"
3.23,0,0.662337662337662,92,"no","chance_of_snow"
0.68,2,0.831168831168831,100,"yes","chance_of_snow"
1.28,4,0.857142857142857,57,"no","chance_of_snow"
1.7,2,0.935064935064935,99,"no","chance_of_snow"
4.25,6,0.857142857142857,95,"no","chance_of_snow"
0.77,4,0.428571428571429,88,"no","chance_of_snow"
2.47,1,0.909090909090909,100,"no","chance_of_snow"
1.36,2,0.792207792207792,100,"no","chance_of_snow"
0.51,5,0.649350649350649,34,"no","chance_of_snow"
1.53,2,0.935064935064935,100,"no","chance_of_snow"
0,2,0.584415584415584,73,"no","chance_of_snow"
0.68,3,0.87012987012987,96,"yes","chance_of_snow"
0.68,4,0.987012987012987,99,"no","chance_of_snow"
2.38,3,0.857142857142857,100,"yes","chance_of_snow"
0.09,4,0.896103896103896,77,"no","chance_of_snow"
4.59,6,0.87012987012987,88,"no","chance_of_snow"
0.85,4,0.831168831168831,70,"no","chance_of_snow"
2.3,4,0.792207792207792,100,"no","chance_of_snow"
1.7,6,0.896103896103896,100,"yes","chance_of_snow"
4.25,3,0.935064935064935,94,"no","chance_of_snow"
0.43,2,0.909090909090909,87,"no","chance_of_snow"
3.15,3,0.857142857142857,100,"yes","chance_of_snow"
1.79,1,0.922077922077922,100,"no","chance_of_snow"
2.21,3,0.987012987012987,100,"no","chance_of_snow"
0.17,3,0.818181818181818,100,"yes","chance_of_snow"
18.79,3,0.961038961038961,70,"no","chance_of_snow"
1.7,6,0.415584415584416,21,"no","chance_of_snow"
2.47,2,0.935064935064935,97,"no","chance_of_snow"
0.85,4,0.805194805194805,94,"no","chance_of_snow"
0.09,6,0.636363636363636,82,"no","chance_of_snow"
1.7,6,0.961038961038961,96,"yes","chance_of_snow"
0.17,4,0.805194805194805,64,"no","chance_of_snow"
0.09,5,0.935064935064935,83,"yes","chance_of_snow"
2.3,3,0.974025974025974,100,"no","chance_of_snow"
0.09,5,0.623376623376623,85,"yes","chance_of_snow"
0.43,4,0.987012987012987,92,"no","chance_of_snow"
0.09,0,0.87012987012987,100,"no","chance_of_snow"
2.89,4,0.753246753246753,100,"no","chance_of_snow"
0.77,4,0.714285714285714,93,"yes","chance_of_snow"
2.38,4,0.961038961038961,100,"no","chance_of_snow"
3.15,1,0.987012987012987,100,"no","chance_of_snow"
1.45,1,0.831168831168831,100,"no","chance_of_snow"
0.6,3,0.61038961038961,84,"no","chance_of_snow"
2.64,0,0.714285714285714,99,"no","chance_of_snow"
0.09,5,0.922077922077922,100,"yes","chance_of_snow"
0.68,2,0.753246753246753,96,"yes","chance_of_snow"
0.09,4,0.727272727272727,81,"no","chance_of_snow"
13.35,2,0.818181818181818,84,"no","chance_of_snow"
0.26,4,0.857142857142857,87,"yes","chance_of_snow"
1.28,3,0.662337662337662,73,"no","chance_of_snow"
3.23,0,0.701298701298701,96,"no","chance_of_snow"
2.47,4,0.948051948051948,100,"no","chance_of_snow"
0.43,6,0.909090909090909,81,"no","chance_of_snow"
0.17,4,0.792207792207792,80,"no","chance_of_snow"
1.79,2,0.688311688311688,94,"yes","chance_of_snow"
0.26,1,0.974025974025974,100,"no","chance_of_snow"
0,4,0.584415584415584,74,"no","chance_of_snow"
3.91,4,0.935064935064935,100,"no","chance_of_snow"
0.77,4,0.584415584415584,59,"no","chance_of_snow"
1.79,3,0.909090909090909,86,"no","chance_of_snow"
1.28,2,0.883116883116883,89,"yes","chance_of_snow"
0,0,0.727272727272727,96,"no","chance_of_snow"
1.79,1,0.831168831168831,98,"yes","chance_of_snow"
0,0,0.675324675324675,91,"no","chance_of_snow"
0.09,1,0.428571428571429,78,"no","chance_of_snow"
3.23,0,0.662337662337662,94,"no","chance_of_snow"
3.23,1,0.675324675324675,86,"no","chance_of_snow"
0,1,0.844155844155844,100,"yes","chance_of_snow"
18.79,3,0.922077922077922,63,"no","chance_of_snow"
0.68,3,0.857142857142857,69,"yes","chance_of_snow"
0.68,3,0.987012987012987,99,"yes","chance_of_snow"
6.29,3,0.974025974025974,100,"yes","chance_of_snow"
1.79,1,0.961038961038961,90,"no","chance_of_snow"
3.06,1,0.948051948051948,100,"no","chance_of_snow"
0.77,4,0.896103896103896,100,"no","chance_of_snow"
0,0,0.766233766233766,100,"no","chance_of_snow"
7.74,1,0.883116883116883,80,"yes","chance_of_snow"
0,1,0.844155844155844,100,"yes","chance_of_snow"
18.79,1,0.961038961038961,83,"no","chance_of_snow"
1.11,3,0.714285714285714,100,"yes","chance_of_snow"
1.53,3,0.857142857142857,100,"no","chance_of_snow"
1.62,2,0.727272727272727,100,"yes","chance_of_snow"
2.64,0,0.688311688311688,100,"no","chance_of_snow"
18.79,3,0.883116883116883,82,"no","chance_of_snow"
3.23,0,0.74025974025974,98,"no","chance_of_snow"
0,6,0.87012987012987,80,"no","chance_of_snow"
4.51,3,0.909090909090909,76,"no","chance_of_snow"
3.49,1,0.961038961038961,100,"yes","chance_of_snow"
0.68,4,0.675324675324675,89,"yes","chance_of_snow"
2.21,1,0.935064935064935,96,"no","chance_of_snow"
0.43,2,0.974025974025974,82,"yes","chance_of_snow"
0.51,4,0.792207792207792,94,"no","chance_of_snow"
1.62,1,0.961038961038961,80,"yes","chance_of_snow"
0,1,0.844155844155844,100,"yes","chance_of_snow"
2.47,1,0.883116883116883,100,"yes","chance_of_snow"
2.47,1,0.831168831168831,100,"yes","chance_of_snow"
0.68,3,1,100,"yes","chance_of_snow"
18.79,3,0.974025974025974,79,"no","chance_of_snow"
0.94,6,0.805194805194805,100,"no","chance_of_snow"
